BookingID,CheckInDate,CheckOutDate,NumberOfNights,NumberOfGuests,RoomType,RoomRate,Revenue,BookingSource,CustomerID,CustomerAge,CustomerGender,CustomerNationality,BookingDate,PaymentMethod,DiscountApplied,TotalRevenue,OccupancyRate,WeekdayOrWeekend,Season,CustomerOccupation,PurposeOfVisit,FeedbackScore,LoyaltyMember,SpecialRequests,RoomView
BID0237,15-01-2024,18-01-2024,3,2,Suite,50.93534776,799.9298698,Walk-in,CID0237,29,Male,USA,18-08-2024,Cash,44.68047692,252.2260134,96.95581052,Weekday,Winter,Engineer,Leisure,2,No,None,Sea View
BID0238,13-04-2024,16-04-2024,3,4,Suite,462.2264533,1466.315465,Online,CID0238,39,Male,USA,01-12-2023,Cash,1.533294185,101.1501487,80.89826841,Weekend,Winter,Student,Leisure,3,No,None,Garden View
BID0239,02-05-2024,08-05-2024,6,1,Single,102.4769306,1399.136781,Walk-in,CID0239,64,Male,UK,23-04-2023,Credit Card,14.43292322,621.7014913,57.43453158,Weekday,Summer,Teacher,Other,10,Yes,Late Check-in,Mountain View
BID0240,20-01-2024,24-01-2024,4,1,Single,463.6424509,689.0844897,Travel Agent,CID0240,27,Other,India,08-09-2023,Online Payment,31.3375234,414.7611283,97.67886787,Weekday,Summer,Lawyer,Business,2,No,None,Mountain View
BID0241,16-08-2024,20-08-2024,4,1,Suite,343.3851647,900.820316,Online,CID0241,31,Female,UK,09-08-2023,Credit Card,34.12811723,472.9067945,91.88864858,Weekday,Autumn,Student,Leisure,2,Yes,Late Check-in,Garden View
BID0242,09-03-2024,12-03-2024,3,2,Suite,477.4975901,1147.991496,Travel Agent,CID0242,41,Female,Australia,19-03-2024,Cash,8.572225645,121.5154038,90.75809951,Weekday,Summer,Engineer,Business,4,Yes,None,Sea View
BID0243,25-07-2024,06-08-2024,12,2,Single,175.4369156,804.887555,Walk-in,CID0243,22,Other,Germany,14-08-2024,Online Payment,2.519227039,962.1499743,76.77399436,Weekday,Spring,Student,Conference,7,Yes,None,Sea View
BID0244,23-09-2024,02-10-2024,9,1,Double,424.8526392,1117.549277,Walk-in,CID0244,37,Other,Germany,16-08-2023,Cash,23.53639043,1933.850534,68.3643527,Weekday,Summer,Engineer,Business,10,Yes,None,Mountain View
BID0245,21-05-2024,30-05-2024,9,4,Single,444.423266,1725.733861,Travel Agent,CID0245,56,Male,Germany,13-01-2023,Online Payment,19.27879387,1307.454131,68.00410084,Weekday,Spring,Lawyer,Business,10,Yes,Late Check-in,Sea View
BID0246,21-02-2024,23-02-2024,2,2,Single,271.3954203,1761.591781,Walk-in,CID0246,46,Other,India,06-05-2023,Online Payment,8.959771327,747.0372543,87.82394637,Weekend,Summer,Lawyer,Leisure,4,Yes,Sea View,Garden View
BID0247,04-12-2024,09-12-2024,5,1,Suite,224.8795754,688.579792,Travel Agent,CID0247,49,Other,USA,04-12-2023,Cash,49.44936582,548.940266,91.25099078,Weekday,Winter,Doctor,Other,6,No,Early Check-out,Mountain View
BID0248,06-12-2024,14-12-2024,8,3,Suite,367.3045701,357.0087475,Walk-in,CID0248,41,Other,Australia,10-09-2023,Debit Card,44.60123431,681.3411835,97.84089349,Weekend,Summer,Student,Leisure,4,Yes,Early Check-out,Sea View
BID0249,06-11-2024,15-11-2024,9,1,Single,448.7405725,946.3794314,Travel Agent,CID0249,78,Female,Australia,09-05-2024,Credit Card,14.7300075,507.2064294,84.91481317,Weekend,Autumn,Student,Other,2,No,Early Check-out,Mountain View
BID0250,19-06-2024,26-06-2024,7,2,Single,473.9830327,1649.81837,Travel Agent,CID0250,71,Female,Germany,15-10-2024,Cash,24.0388968,383.1636314,95.48233835,Weekday,Summer,Doctor,Conference,3,Yes,Extra Bed,Sea View
BID0251,28-08-2024,11-09-2024,14,4,Double,163.5376117,139.9844919,Online,CID0251,52,Other,Australia,29-11-2023,Credit Card,33.82867562,126.9351747,85.22434752,Weekday,Summer,Lawyer,Business,8,No,Early Check-out,Mountain View
BID0252,20-06-2024,30-06-2024,10,1,Suite,438.1765992,1937.765187,Travel Agent,CID0252,41,Female,Germany,28-01-2024,Credit Card,26.42065267,453.7934634,78.66886644,Weekend,Spring,Student,Business,9,No,Sea View,Mountain View
BID0253,09-11-2024,14-11-2024,5,4,Double,295.8206884,1784.767846,Travel Agent,CID0253,36,Female,India,04-08-2023,Debit Card,12.23536645,1029.509824,71.62627399,Weekend,Autumn,Lawyer,Conference,2,Yes,Extra Bed,Mountain View
BID0254,02-03-2024,11-03-2024,9,1,Single,422.5898874,408.7055447,Online,CID0254,22,Female,Germany,29-12-2023,Cash,32.30235234,1719.382977,86.22707364,Weekday,Autumn,Doctor,Conference,8,No,Sea View,Sea View
BID0255,17-05-2024,22-05-2024,5,4,Single,389.5374321,756.3835527,Walk-in,CID0255,21,Male,Australia,10-03-2024,Credit Card,36.28531878,1446.423539,65.59995914,Weekend,Spring,Teacher,Conference,1,No,Early Check-out,Sea View
BID0256,23-08-2024,28-08-2024,5,1,Double,389.6195047,600.6784772,Online,CID0256,60,Female,Australia,29-05-2024,Debit Card,4.788706039,1331.018682,51.56447183,Weekend,Summer,Teacher,Other,3,Yes,None,Sea View
BID0257,31-05-2024,03-06-2024,3,1,Double,298.1720874,391.8500944,Online,CID0257,77,Female,UK,21-08-2023,Credit Card,25.6143572,1881.679061,96.28499535,Weekday,Autumn,Engineer,Other,5,No,None,Sea View
BID0258,09-08-2024,13-08-2024,4,1,Single,170.5222412,245.2586341,Online,CID0258,72,Male,USA,26-07-2023,Cash,17.12644842,1537.842653,73.2902005,Weekday,Spring,Teacher,Other,10,No,Early Check-out,Sea View
BID0259,14-10-2024,27-10-2024,13,2,Double,60.20360037,1771.864462,Walk-in,CID0259,55,Male,India,13-03-2024,Debit Card,47.786663,1787.211931,70.49223531,Weekday,Spring,Lawyer,Business,7,Yes,Late Check-in,Sea View
BID0260,19-06-2024,22-06-2024,3,3,Double,100.4948195,857.4102367,Walk-in,CID0260,26,Other,USA,18-06-2023,Online Payment,32.6890406,1936.672598,87.88640997,Weekday,Spring,Doctor,Leisure,1,No,Sea View,City View
BID0261,07-05-2024,20-05-2024,13,1,Suite,475.8059724,555.1981598,Travel Agent,CID0261,31,Male,USA,29-11-2023,Online Payment,38.15755799,429.5013537,59.85603376,Weekend,Spring,Doctor,Business,2,No,Late Check-in,Sea View
BID0262,31-05-2024,06-06-2024,6,3,Double,456.8810203,1737.43941,Travel Agent,CID0262,22,Other,USA,10-10-2023,Cash,46.27718937,237.1327585,82.17336118,Weekend,Autumn,Teacher,Other,7,No,Early Check-out,Garden View
BID0263,15-02-2024,29-02-2024,14,1,Double,271.7720192,1484.51144,Online,CID0263,36,Male,UK,29-03-2023,Debit Card,9.21235025,917.9785015,59.63211379,Weekend,Autumn,Lawyer,Leisure,2,No,None,City View
BID0264,03-11-2024,14-11-2024,11,4,Single,286.586883,145.5003717,Online,CID0264,23,Female,Australia,19-01-2024,Cash,8.077422059,1338.122593,85.33627022,Weekday,Summer,Doctor,Business,7,No,Extra Bed,Sea View
BID0265,27-06-2024,11-07-2024,14,3,Suite,79.30157913,998.1455025,Walk-in,CID0265,33,Female,India,26-08-2023,Debit Card,37.14514593,1548.890136,79.64615702,Weekend,Summer,Engineer,Other,4,No,None,Sea View
BID0266,27-01-2024,28-01-2024,1,1,Suite,401.0216475,1926.06929,Online,CID0266,21,Female,India,24-11-2024,Debit Card,47.25986635,713.7905016,87.40526392,Weekend,Autumn,Lawyer,Leisure,4,No,Early Check-out,Mountain View
BID0267,30-09-2024,14-10-2024,14,2,Double,426.5980238,1555.764126,Online,CID0267,25,Female,USA,02-08-2024,Credit Card,45.11635644,1171.372639,66.69134775,Weekend,Spring,Doctor,Conference,3,No,Sea View,Garden View
BID0268,02-04-2024,11-04-2024,9,2,Double,140.6195468,427.8964398,Online,CID0268,65,Other,India,09-05-2024,Cash,4.006165319,603.7815069,54.60165067,Weekend,Summer,Student,Conference,3,No,Late Check-in,Mountain View
BID0269,20-10-2024,22-10-2024,2,4,Single,242.3940397,743.8503131,Travel Agent,CID0269,48,Male,USA,05-07-2024,Online Payment,0.102544066,1558.994468,79.91024029,Weekday,Spring,Student,Leisure,1,No,Extra Bed,Sea View
BID0270,19-02-2024,22-02-2024,3,4,Single,168.692329,193.4252224,Walk-in,CID0270,41,Other,India,22-10-2024,Online Payment,19.4899952,915.3516964,86.63093474,Weekend,Summer,Teacher,Leisure,10,Yes,None,Garden View
BID0271,05-03-2024,10-03-2024,5,1,Suite,212.0828405,828.0078483,Online,CID0271,65,Female,India,08-02-2023,Debit Card,44.83879467,1752.224465,72.02317482,Weekend,Summer,Lawyer,Conference,10,Yes,Sea View,Mountain View
BID0272,30-07-2024,10-08-2024,11,1,Double,167.0278294,1927.956749,Walk-in,CID0272,23,Male,Germany,28-03-2023,Credit Card,49.0021674,1168.680281,57.91912451,Weekday,Winter,Engineer,Business,8,No,None,Sea View
BID0273,23-02-2024,24-02-2024,1,3,Single,292.1428671,1132.139764,Travel Agent,CID0273,34,Male,UK,22-09-2023,Debit Card,34.25171942,1893.636807,51.36859593,Weekend,Winter,Student,Business,9,Yes,Extra Bed,Sea View
BID0274,28-02-2024,12-03-2024,13,2,Double,311.5537594,477.1032134,Travel Agent,CID0274,61,Male,Germany,03-05-2024,Credit Card,18.45424365,369.6261076,94.12418023,Weekend,Autumn,Teacher,Other,5,No,None,Sea View
BID0275,08-03-2024,09-03-2024,1,4,Double,109.1635676,505.4006142,Travel Agent,CID0275,44,Other,USA,17-12-2023,Debit Card,0.562920828,108.5434508,64.29154437,Weekend,Autumn,Lawyer,Conference,2,Yes,Late Check-in,Sea View
BID0276,27-03-2024,08-04-2024,12,1,Double,231.8865129,820.060512,Online,CID0276,75,Female,Germany,18-11-2023,Cash,13.6562051,282.1877758,62.99575743,Weekday,Summer,Doctor,Other,10,Yes,Early Check-out,Garden View
BID0277,14-08-2024,25-08-2024,11,2,Double,180.8634465,965.2433826,Travel Agent,CID0277,28,Male,UK,28-03-2024,Credit Card,8.195231184,1291.327694,92.24703698,Weekend,Spring,Lawyer,Conference,9,Yes,Sea View,City View
BID0278,17-04-2024,29-04-2024,12,3,Double,149.0732048,1427.397479,Travel Agent,CID0278,63,Other,Australia,21-07-2024,Online Payment,18.92506712,370.1460039,70.14626467,Weekend,Summer,Student,Other,5,No,Extra Bed,Mountain View
BID0279,26-08-2024,05-09-2024,10,3,Suite,383.0703892,145.5463644,Travel Agent,CID0279,39,Other,Australia,18-01-2023,Online Payment,14.57865775,1167.18088,51.02183789,Weekend,Spring,Teacher,Other,4,No,None,Garden View
BID0280,16-07-2024,27-07-2024,11,1,Double,123.0436356,1195.534768,Travel Agent,CID0280,44,Female,USA,22-05-2023,Cash,12.29720367,1810.180607,90.11000213,Weekday,Summer,Doctor,Other,6,No,Late Check-in,City View
BID0281,16-06-2024,19-06-2024,3,2,Suite,439.9987468,1220.508808,Walk-in,CID0281,62,Male,India,22-01-2023,Online Payment,3.565138415,512.2762796,83.50677183,Weekend,Spring,Lawyer,Business,1,Yes,Extra Bed,City View
BID0282,29-10-2024,06-11-2024,8,2,Double,291.6224674,1099.156983,Online,CID0282,43,Male,UK,09-04-2024,Online Payment,49.09719564,255.1581145,76.84956588,Weekend,Winter,Doctor,Business,3,Yes,Extra Bed,Garden View
BID0283,01-09-2024,13-09-2024,12,1,Single,369.7787923,476.3889725,Walk-in,CID0283,42,Female,UK,29-03-2023,Online Payment,46.89074286,545.9921668,68.13895783,Weekend,Autumn,Engineer,Leisure,7,No,Extra Bed,Garden View
BID0284,04-09-2024,08-09-2024,4,1,Suite,265.5502809,356.3374868,Travel Agent,CID0284,25,Female,India,27-08-2023,Credit Card,25.2027849,1894.629588,64.82983196,Weekday,Spring,Student,Conference,3,No,Late Check-in,City View
BID0285,17-04-2024,23-04-2024,6,3,Double,431.4506008,501.2566824,Travel Agent,CID0285,49,Male,Germany,09-02-2023,Credit Card,11.52120829,869.0224092,87.75357252,Weekend,Spring,Teacher,Leisure,4,No,Extra Bed,Sea View
BID0286,15-11-2024,29-11-2024,14,1,Single,199.1773677,1421.139771,Online,CID0286,45,Other,USA,16-10-2024,Cash,32.74281809,934.4746243,74.38599628,Weekday,Winter,Lawyer,Business,7,Yes,Late Check-in,Garden View
BID0287,15-07-2024,27-07-2024,12,3,Suite,210.5779867,1321.584407,Travel Agent,CID0287,56,Female,India,11-12-2023,Credit Card,14.4422279,256.741831,84.48792557,Weekday,Summer,Lawyer,Other,8,No,Sea View,Mountain View
BID0288,01-07-2024,04-07-2024,3,2,Single,467.3220409,1590.785648,Online,CID0288,59,Female,Germany,16-02-2024,Debit Card,11.17546685,1518.727555,74.96568862,Weekend,Autumn,Engineer,Conference,6,No,Early Check-out,City View
BID0289,22-04-2024,24-04-2024,2,4,Single,183.2322199,1242.491585,Travel Agent,CID0289,42,Male,Australia,30-10-2024,Credit Card,38.56574024,1970.600306,78.4171066,Weekend,Summer,Engineer,Business,3,Yes,Late Check-in,Garden View
BID0290,03-10-2024,15-10-2024,12,1,Double,409.5448797,115.6805378,Online,CID0290,66,Other,Australia,29-10-2024,Online Payment,19.16982787,112.5120481,86.88626301,Weekday,Summer,Doctor,Leisure,1,Yes,Early Check-out,Mountain View
BID0291,21-09-2024,04-10-2024,13,2,Suite,414.6540256,426.4853075,Travel Agent,CID0291,55,Male,USA,28-04-2023,Online Payment,49.50394287,1562.240333,59.27288379,Weekend,Summer,Teacher,Leisure,4,No,Late Check-in,City View
BID0292,17-06-2024,25-06-2024,8,2,Double,425.6719558,1203.335039,Online,CID0292,47,Male,Germany,16-12-2024,Online Payment,34.39697599,1525.742796,82.10335721,Weekday,Spring,Student,Other,10,Yes,Early Check-out,City View
BID0293,22-10-2024,27-10-2024,5,3,Single,434.7897781,692.4386222,Travel Agent,CID0293,36,Other,Germany,07-11-2024,Cash,5.755462937,1369.03415,52.91898978,Weekend,Spring,Lawyer,Leisure,3,Yes,Sea View,Garden View
BID0294,27-07-2024,31-07-2024,4,3,Double,283.2579727,955.0311833,Online,CID0294,76,Female,UK,17-01-2024,Online Payment,20.66735011,1674.800764,54.93656434,Weekend,Autumn,Teacher,Business,9,Yes,Extra Bed,Sea View
BID0295,10-04-2024,17-04-2024,7,1,Double,336.0779296,960.1715389,Walk-in,CID0295,58,Male,Australia,17-04-2023,Credit Card,41.3026463,1967.092765,68.36217237,Weekend,Winter,Doctor,Conference,6,No,None,City View
BID0296,13-11-2024,19-11-2024,6,3,Suite,122.0987741,840.5515947,Walk-in,CID0296,37,Other,Germany,12-07-2023,Credit Card,31.32833563,310.6574068,95.88725701,Weekday,Summer,Doctor,Other,5,Yes,None,Garden View
BID0297,28-11-2024,07-12-2024,9,3,Single,357.4885388,259.1123113,Travel Agent,CID0297,73,Male,UK,24-09-2023,Debit Card,12.16376608,1522.827282,72.41054382,Weekend,Winter,Engineer,Leisure,9,Yes,Extra Bed,Garden View
BID0298,08-03-2024,09-03-2024,1,1,Suite,344.7648776,821.9700885,Online,CID0298,63,Male,India,29-07-2024,Credit Card,15.58249352,1918.917261,99.07547159,Weekday,Summer,Teacher,Leisure,1,Yes,Late Check-in,Mountain View
BID0299,22-07-2024,27-07-2024,5,2,Double,419.2446803,1841.426049,Online,CID0299,71,Male,UK,20-07-2023,Online Payment,1.578503839,1471.426142,75.72197983,Weekend,Winter,Doctor,Conference,3,Yes,Late Check-in,Sea View
BID0300,22-11-2024,05-12-2024,13,3,Single,258.6283213,1377.927565,Travel Agent,CID0300,54,Other,UK,05-05-2024,Credit Card,4.420160996,415.7967718,78.19781192,Weekend,Summer,Student,Leisure,3,No,Extra Bed,Garden View
BID0301,22-07-2024,03-08-2024,12,3,Single,53.68211917,1331.95024,Online,CID0301,31,Other,UK,29-08-2024,Cash,25.87021614,883.7036547,55.02375696,Weekday,Winter,Engineer,Conference,8,Yes,Late Check-in,Mountain View
BID0302,06-01-2024,20-01-2024,14,4,Suite,460.5689877,1284.051014,Walk-in,CID0302,19,Other,Germany,15-12-2024,Debit Card,3.266318826,1564.576354,89.68789501,Weekend,Winter,Engineer,Leisure,5,Yes,Sea View,Garden View
BID0303,16-12-2024,30-12-2024,14,2,Single,440.5254264,1614.648807,Walk-in,CID0303,46,Female,Australia,04-03-2023,Credit Card,3.452557323,1432.513937,82.97034646,Weekend,Winter,Teacher,Conference,5,Yes,Early Check-out,Garden View
BID0304,20-07-2024,26-07-2024,6,2,Double,183.8192817,989.5059701,Walk-in,CID0304,33,Female,UK,11-07-2024,Cash,6.008620328,1065.138762,78.52622725,Weekday,Winter,Engineer,Leisure,1,Yes,Early Check-out,City View
BID0305,10-12-2024,20-12-2024,10,4,Double,103.4900185,863.7219042,Travel Agent,CID0305,43,Male,USA,20-12-2023,Cash,32.18005714,1590.776126,99.50909619,Weekday,Spring,Engineer,Business,9,Yes,None,City View
BID0306,05-03-2024,07-03-2024,2,1,Single,191.2405273,316.2381232,Walk-in,CID0306,47,Other,Germany,12-12-2023,Debit Card,0.292466994,154.3357371,80.90065567,Weekend,Spring,Teacher,Conference,7,Yes,Late Check-in,Mountain View
BID0307,31-10-2024,13-11-2024,13,3,Single,440.6381623,1099.857374,Online,CID0307,31,Female,USA,16-03-2024,Debit Card,25.73005302,1908.634158,82.09334835,Weekend,Winter,Student,Leisure,9,No,Late Check-in,City View
BID0308,10-01-2024,14-01-2024,4,3,Single,370.5541411,864.5411191,Online,CID0308,43,Male,India,20-01-2023,Cash,19.4951894,988.1846365,51.72545131,Weekday,Summer,Lawyer,Conference,6,No,None,Mountain View
BID0309,03-03-2024,09-03-2024,6,2,Double,368.8700408,1218.584402,Travel Agent,CID0309,52,Female,Australia,27-09-2024,Debit Card,0.476962238,1413.024234,82.99622821,Weekend,Autumn,Lawyer,Leisure,6,Yes,Late Check-in,City View
BID0310,03-04-2024,15-04-2024,12,2,Single,60.48119176,168.0563131,Online,CID0310,37,Female,Germany,14-07-2024,Credit Card,14.47723884,1322.761925,79.31618599,Weekday,Summer,Lawyer,Other,10,No,Extra Bed,Garden View
BID0311,17-08-2024,27-08-2024,10,1,Double,346.5182293,1788.78687,Walk-in,CID0311,27,Other,UK,09-02-2023,Debit Card,18.10190019,1932.888862,69.36191776,Weekend,Spring,Lawyer,Conference,9,Yes,Late Check-in,Garden View
BID0312,22-11-2024,27-11-2024,5,2,Suite,204.3094266,500.1718161,Travel Agent,CID0312,39,Male,USA,16-09-2023,Debit Card,48.13900516,1125.052462,76.94859872,Weekday,Autumn,Teacher,Business,5,Yes,None,Mountain View
BID0313,26-01-2024,08-02-2024,13,4,Double,466.6066176,1840.981821,Walk-in,CID0313,41,Female,India,25-11-2023,Debit Card,1.973735083,952.3682526,81.93312064,Weekday,Summer,Student,Leisure,10,Yes,Extra Bed,Mountain View
BID0314,03-06-2024,13-06-2024,10,2,Double,464.728647,405.2235453,Travel Agent,CID0314,47,Male,Germany,03-12-2024,Cash,10.69929369,650.5786093,60.85935715,Weekend,Spring,Lawyer,Leisure,1,Yes,Late Check-in,City View
BID0315,13-03-2024,17-03-2024,4,2,Single,201.0314163,1017.835677,Online,CID0315,29,Male,Australia,07-10-2023,Online Payment,24.46596371,1712.438594,82.94095582,Weekend,Summer,Engineer,Other,6,Yes,None,Sea View
BID0316,10-11-2024,16-11-2024,6,4,Suite,280.3849459,823.4777995,Online,CID0316,71,Other,India,11-04-2023,Credit Card,49.99056804,426.5389053,50.0233609,Weekend,Winter,Teacher,Business,2,No,Late Check-in,City View
BID0317,27-07-2024,29-07-2024,2,1,Double,268.3739854,1676.862592,Online,CID0317,78,Male,USA,21-12-2023,Cash,30.51016485,1211.948599,58.86878017,Weekday,Autumn,Engineer,Other,4,Yes,None,Garden View
BID0318,03-07-2024,11-07-2024,8,3,Single,107.6168875,459.9088891,Online,CID0318,80,Male,UK,27-02-2023,Cash,32.18710183,1655.825008,61.36434147,Weekday,Spring,Doctor,Business,8,No,Early Check-out,Garden View
BID0319,26-06-2024,06-07-2024,10,2,Single,347.1405611,696.47465,Walk-in,CID0319,32,Male,India,05-12-2024,Online Payment,34.47175043,708.2368814,53.68325231,Weekday,Autumn,Lawyer,Other,2,No,Early Check-out,Mountain View
BID0320,27-03-2024,28-03-2024,1,1,Suite,388.4020641,1814.732504,Online,CID0320,18,Female,USA,18-10-2024,Debit Card,45.76649839,327.9372341,69.23507155,Weekday,Autumn,Teacher,Leisure,9,Yes,None,City View
BID0321,18-06-2024,28-06-2024,10,1,Single,294.0749192,1342.11486,Walk-in,CID0321,28,Other,India,02-12-2023,Debit Card,11.21632545,1921.386678,97.57269595,Weekday,Summer,Lawyer,Leisure,4,No,Late Check-in,Garden View
BID0322,04-10-2024,08-10-2024,4,2,Single,378.9841148,1582.859444,Travel Agent,CID0322,64,Other,India,07-11-2023,Online Payment,2.68180661,994.49116,56.76461067,Weekday,Spring,Teacher,Leisure,1,No,Early Check-out,Mountain View
BID0323,10-02-2024,15-02-2024,5,2,Suite,335.7623017,924.7654053,Travel Agent,CID0323,18,Male,USA,15-07-2024,Credit Card,45.42753464,738.647127,81.99877766,Weekday,Winter,Teacher,Conference,2,No,Late Check-in,Sea View
BID0324,11-03-2024,25-03-2024,14,4,Suite,292.4207772,1715.746126,Online,CID0324,65,Other,USA,07-03-2023,Cash,47.25474424,1561.344622,85.42939968,Weekday,Summer,Engineer,Leisure,5,Yes,Early Check-out,City View
BID0325,06-08-2024,18-08-2024,12,2,Single,54.34735011,143.3107209,Travel Agent,CID0325,80,Other,UK,14-02-2024,Online Payment,7.522976005,605.2451086,82.34796072,Weekend,Summer,Student,Leisure,7,Yes,Early Check-out,Garden View
BID0326,24-05-2024,02-06-2024,9,2,Double,268.2993875,1208.419211,Walk-in,CID0326,50,Other,Germany,22-09-2024,Cash,15.88150992,448.0441765,72.51419646,Weekend,Summer,Lawyer,Business,5,No,Late Check-in,Sea View
BID0327,11-11-2024,23-11-2024,12,3,Suite,289.5607441,1423.063341,Walk-in,CID0327,62,Female,India,16-09-2023,Credit Card,10.44255717,441.2260269,51.21367654,Weekday,Spring,Lawyer,Conference,3,Yes,Sea View,Garden View
BID0328,21-10-2024,28-10-2024,7,2,Double,208.8002643,1141.392003,Travel Agent,CID0328,32,Male,Germany,02-10-2024,Debit Card,21.05685286,454.6266015,58.89604633,Weekday,Winter,Student,Business,1,Yes,Extra Bed,City View
BID0329,25-10-2024,30-10-2024,5,3,Single,120.0280218,193.0188566,Travel Agent,CID0329,51,Female,UK,05-10-2024,Online Payment,40.29263745,1848.413236,57.91696201,Weekend,Summer,Teacher,Business,10,No,Extra Bed,City View
BID0330,22-10-2024,24-10-2024,2,2,Double,348.4079155,153.9788197,Online,CID0330,72,Female,Australia,06-09-2024,Credit Card,17.72937086,728.2606744,66.63559872,Weekday,Summer,Doctor,Leisure,6,No,None,Garden View
BID0331,25-05-2024,08-06-2024,14,4,Double,77.5918402,781.1334129,Walk-in,CID0331,58,Other,Australia,09-08-2024,Online Payment,16.20132965,287.2265949,63.97852532,Weekday,Summer,Student,Conference,9,Yes,None,Garden View
BID0332,03-02-2024,17-02-2024,14,4,Suite,355.0479732,1709.587554,Online,CID0332,39,Male,Germany,19-03-2023,Credit Card,13.52074745,936.0859043,60.8873095,Weekend,Winter,Teacher,Other,4,Yes,Late Check-in,Mountain View
BID0333,26-07-2024,09-08-2024,14,1,Double,65.01842341,750.3037553,Walk-in,CID0333,55,Other,UK,09-07-2023,Cash,30.00787523,1696.870114,87.43675659,Weekend,Spring,Lawyer,Other,6,Yes,Sea View,Sea View
BID0334,04-06-2024,07-06-2024,3,4,Single,139.8858601,1646.672452,Walk-in,CID0334,66,Other,Germany,31-07-2023,Online Payment,12.9445766,1230.130245,52.00807766,Weekend,Autumn,Engineer,Other,2,No,Extra Bed,Sea View
BID0335,09-02-2024,10-02-2024,1,4,Double,55.07157562,220.5598055,Online,CID0335,60,Female,India,05-10-2024,Debit Card,48.5819629,758.3065604,92.58716312,Weekday,Summer,Student,Conference,2,No,None,Mountain View
BID0336,24-11-2024,04-12-2024,10,2,Double,174.5051049,800.7524517,Travel Agent,CID0336,76,Female,Germany,30-11-2023,Online Payment,33.23920805,806.5198151,57.32819046,Weekend,Summer,Doctor,Business,4,Yes,None,City View
BID0337,29-02-2024,12-03-2024,12,1,Suite,67.4839614,1837.847996,Walk-in,CID0337,68,Female,USA,21-02-2023,Cash,32.11180693,1141.342077,76.4436393,Weekend,Summer,Teacher,Conference,2,No,Extra Bed,Mountain View
BID0338,14-10-2024,20-10-2024,6,1,Single,437.6298535,760.7369001,Walk-in,CID0338,21,Male,Germany,01-10-2024,Online Payment,30.04992553,1239.937266,88.30039489,Weekend,Spring,Teacher,Business,2,No,None,Mountain View
BID0339,04-04-2024,16-04-2024,12,1,Double,189.5017751,1925.194563,Walk-in,CID0339,52,Other,UK,14-04-2024,Online Payment,49.32654274,163.7881599,91.17921261,Weekend,Spring,Student,Leisure,4,No,None,Mountain View
BID0340,12-08-2024,15-08-2024,3,3,Suite,314.5513199,1268.985925,Walk-in,CID0340,59,Other,Germany,26-07-2023,Cash,12.02373524,880.8563118,87.91574066,Weekday,Winter,Engineer,Conference,1,Yes,Early Check-out,Garden View
BID0341,08-11-2024,21-11-2024,13,4,Suite,92.77314492,608.5099638,Online,CID0341,47,Male,India,09-06-2023,Cash,3.489961442,998.4314433,77.60601444,Weekday,Summer,Doctor,Business,4,Yes,Sea View,Mountain View
BID0342,23-07-2024,04-08-2024,12,3,Single,314.4756776,1226.43637,Travel Agent,CID0342,18,Female,Australia,19-08-2023,Credit Card,3.489969492,1992.568722,79.98209923,Weekday,Winter,Lawyer,Leisure,10,No,Early Check-out,Garden View
BID0343,23-01-2024,29-01-2024,6,4,Suite,54.49527812,1596.446567,Online,CID0343,73,Other,Australia,16-10-2023,Debit Card,18.59390748,1752.276975,84.48682414,Weekend,Spring,Student,Leisure,1,Yes,Sea View,Mountain View
BID0344,02-10-2024,10-10-2024,8,4,Suite,55.43313318,1671.937498,Travel Agent,CID0344,72,Other,Australia,28-04-2024,Debit Card,15.53971993,231.894974,68.66485222,Weekend,Autumn,Lawyer,Conference,10,Yes,None,City View
BID0345,07-11-2024,10-11-2024,3,2,Single,430.5599215,351.0701105,Walk-in,CID0345,26,Male,Australia,12-10-2023,Debit Card,26.64751729,1759.797656,93.26687423,Weekday,Autumn,Doctor,Business,3,Yes,Early Check-out,Sea View
BID0346,26-10-2024,01-11-2024,6,1,Suite,258.0141905,1872.117188,Travel Agent,CID0346,20,Other,USA,04-03-2023,Cash,20.73158921,1346.893739,70.87070704,Weekday,Winter,Student,Other,6,No,Extra Bed,Mountain View
BID0347,27-11-2024,30-11-2024,3,1,Single,174.8103948,1288.669766,Online,CID0347,33,Other,Australia,23-05-2024,Debit Card,1.793682183,1876.472948,50.94700947,Weekend,Summer,Doctor,Conference,6,Yes,Sea View,Garden View
BID0348,06-04-2024,15-04-2024,9,1,Single,128.5500554,1805.28879,Travel Agent,CID0348,37,Male,Germany,21-05-2024,Debit Card,47.73048002,321.0292004,79.75745297,Weekday,Winter,Doctor,Conference,2,Yes,Early Check-out,City View
BID0349,20-06-2024,01-07-2024,11,3,Double,390.2815897,1885.251737,Walk-in,CID0349,58,Male,USA,22-04-2024,Online Payment,13.41602186,844.6391589,80.09796004,Weekend,Spring,Teacher,Conference,1,No,Extra Bed,Sea View
BID0350,07-10-2024,09-10-2024,2,1,Double,387.5127858,1214.251868,Online,CID0350,35,Female,UK,18-03-2024,Online Payment,29.05212345,716.568221,76.06544982,Weekend,Summer,Engineer,Other,3,Yes,Sea View,Garden View
